UAB 17020,0.050537399999999996,0.1243999,0.0194375,4.350107899999999,1.7532606,51.103077,1.0107489,0.015550000000000001,2.0370478000000003,19.787353999999997,0.031100000000000003,0.0058312,0.3323809,0.0,6.2316559,0.0,0.007775000000000001,0.0019437,0.0,4.7310825,0.0680312,0.0019437,0.007775000000000001,5.8176376,0.0,0.0408187,0.0,0.0019437,0.0058312,0.0,0.0,0.0019437,0.0058312,0.0019437,0.0,1.642467,0.0,0.0019437,0.0019437,0.0213812,0.0,0.0,0.0,0.25657470000000004,0.0,0.0,0.0,0.0,0.0019437,0.0,0.0,0.007775000000000001,0.0,0.0,0.0,0.0,0.0,0.007775000000000001,0.015550000000000001,0.0,0.0019437,0.0,0.0563687,0.1380061,0.0719187,0.0,0.052481200000000006,0.0,0.0,0.0,0.0,0.0,0.023325000000000002,0.023325000000000002,0.0349875,0.015550000000000001,0.0174937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058312,0.0,0.0,0.0,0.011662500000000001,0.0,0.0,0.0,0.0,0.0038875000000000003,0.0058312,0.0058312,0.0,0.0,0.0,0.0038875000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019437,0.0,0.0,0.0019437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038875000000000003,0.0038875000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019437,0.0,0.0,0.0,0.0019437,0.0,0.0019437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UAB 17021,21.3255631,6.2311483,0.0045528999999999995,3.4009811,10.0293659,0.0165041,0.0045528999999999995,3.7219572999999997,0.0369919,0.0,0.3847161,8.980502399999999,6.4240755,0.0,3.7225264,0.0017073000000000001,1.2207337,10.5740009,0.0017073000000000001,0.009105700000000001,0.0039837,4.1470799000000005,0.0039837,0.2071548,0.015935,0.0034146000000000003,0.0,0.0,0.2686183,0.0028455,1.2776444,5.983587,5.951717,0.7745541,3.7185426,0.0005691,0.0005691,0.0011382,1.0892701,0.0165041,0.0,0.0,0.0005691,0.0,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0,0.0125203,0.0,0.40008200000000005,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0,0.0,0.0039837,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0011382,0.0,0.0,0.005122,0.0,0.0,0.0005691,0.0022764,0.0,0.0,0.0005691,0.0005691,0.0,0.0,0.0005691,0.0,0.0,0.0005691,0.0,0.0011382,0.0,0.0005691,0.0,0.0,0.0,0.0,0.0011382,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011382,0.0011382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0,0.0,0.0,0.0,0.0005691,0.0,0.0,0.0011382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UAB 17022,79.00232969999999,0.9227536,2.7527294,1.4357499,0.0,0.0,2.5658947000000003,0.015074700000000002,0.0,0.0045681,0.3257046,0.5965922,0.6610022,0.0,3.534786,0.0365447,2.7568407,0.0,0.0,3.7060893,0.0013704,0.059841899999999996,0.0,0.1516605,0.0438536,0.0415696,0.0009136,0.0,0.0,0.6166918,0.0,0.0004568,0.0,0.0,0.0,0.0,0.0475081,0.0,0.0315198,0.0,0.0,0.2594674,0.0,0.012790600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082226,0.0004568,0.0009136,0.0,0.0,0.3389521,0.002284,0.0114202,0.0004568,0.0013704,0.0,0.0004568,0.0,0.0,0.0,0.0,0.0,0.0004568,0.0,0.0100498,0.0018272,0.0,0.0,0.0,0.0004568,0.0009136,0.0,0.0,0.0,0.0,0.0013704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004568,0.0,0.0013704,0.0013704,0.0,0.0009136,0.0,0.0105066,0.0004568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009136,0.0077657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009136,0.0,0.0004568,0.0,0.0,0.0,0.0009136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036545,0.0,0.0,0.0004568,0.0,0.0,0.002284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004568,0.0,0.0,0.0,0.0,0
UAB 18001,29.8972166,0.0065467,35.9442002,0.4075331,0.0043645,0.0158212,0.5744744,0.0452815,0.031096900000000004,0.0,0.0016367,0.0043645,2.1838754,0.0289147,0.0027278,0.0,1.3906316,0.0,7.1555609,0.0,21.2975592,0.0005456,0.0032734,0.0032734,0.0,0.0032734,0.0005456,0.0,0.0,0.0,0.1151131,0.0109112,0.0043645,0.0092745,0.0,0.0,0.6486704999999999,0.0,0.0,0.061102699999999996,0.0065467,0.0190946,0.0441903,0.0,0.0005456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043645,0.0,0.0065467,0.0,0.0,0.0,0.0010911,0.0,0.0,0.0,0.0,0.0038189000000000005,0.0,0.0,0.0,0.0,0.0,0.0027278,0.0060012,0.0,0.0,0.0,0.0,0.0,0.0,0.0054556,0.0,0.0,0.0060012,0.0092745,0.0,0.0010911,0.0,0.0010911,0.0032734,0.0,0.0,0.007637800000000001,0.0,0.0005456,0.0,0.0,0.0,0.0,0.0043645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005456,0.0,0.0,0.0,0.0,0.0,0.0005456,0.0,0.0,0.0,0.0,0.0,0.0,0.0016367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005456,0.0005456,0.0,0.0,0.0005456,0.0,0.0,0.0,0.0005456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005456,0.0005456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UAB 18002,14.757993299999999,3.9687068,0.0211018,0.0062524,0.0140679,0.014849399999999999,0.7979617,8.8760541,0.064087,0.0,8.2656642,20.4007784,0.8229713,0.0,0.5259826000000001,2.1125274999999997,11.4872099,5.911638,0.0023446,0.0406406,0.0054708,0.7151175,3.6529608999999996,1.9992028,9.6091473,0.0039077,0.0031262,0.8737719999999999,0.0031262,0.0031262,0.0007815000000000001,0.011723200000000001,0.0218834,4.0632742,0.0007815000000000001,0.0,0.0015631,0.0078155,0.3587311,0.0195387,0.0,0.0015631,0.0,0.3227798,0.0,0.0,0.0,0.0,0.0,0.0007815000000000001,0.0,0.017975599999999998,0.0015631,0.0,0.0007815000000000001,0.0,0.0007815000000000001,0.0,0.0062524,0.0,0.011723200000000001,0.0015631,0.0,0.0,0.017975599999999998,0.0007815000000000001,0.0,0.0062524,0.0,0.0,0.0,0.0132863,0.0,0.0,0.0,0.022664899999999998,0.0023446,0.0,0.0140679,0.0,0.0,0.0,0.0,0.0,0.0039077,0.0093786,0.0,0.0,0.0015631,0.0039077,0.0,0.0023446,0.0031262,0.0,0.007033900000000001,0.0023446,0.0062524,0.0,0.0,0.0007815000000000001,0.0007815000000000001,0.0,0.0015631,0.0,0.0031262,0.0,0.0062524,0.0125048,0.0,0.0007815000000000001,0.0,0.0007815000000000001,0.0,0.0,0.0007815000000000001,0.0039077,0.0007815000000000001,0.0,0.0007815000000000001,0.0,0.0,0.0007815000000000001,0.0101601,0.0,0.0,0.0,0.0,0.0,0.0039077,0.0,0.0,0.0,0.0007815000000000001,0.0,0.0,0.0,0.0,0.0,0.0015631,0.0,0.0007815000000000001,0.0,0.0031262,0.0,0.0,0.0,0.0,0.0,0.0007815000000000001,0.0,0.0,0.0023446,0.0,0.0023446,0.0,0.0,0.0,0.0,0.0,0.0,0.0039077,0.0015631,0.0,0.0,0.0007815000000000001,0.0,0.0,0.0,0.0,0.0,0.0015631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015631,0.0,0.0007815000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007815000000000001,0.0007815000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UAB 18003,36.0180798,0.44859180000000004,48.9470487,3.0142645,0.0029161,0.0053462,3.8740248999999998,0.0801925,0.0019440999999999998,0.0,0.1205317,0.2352312,0.3406965,0.0,0.033049,0.1521227,2.7484143999999997,0.000486,1.9304512999999999,0.3100775,0.2172487,0.000972,0.0,0.2050983,0.0,0.1594129,0.0,0.0208986,0.0,0.19829409999999997,0.0,0.000972,0.000972,0.0019440999999999998,0.000486,0.0,0.10254909999999999,0.0,0.0053462,0.009234299999999999,0.0,0.324658,0.0,0.0,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.0019440999999999998,0.0,0.0024301,0.0,0.0,0.0,0.0,0.2653641,0.0,0.1929479,0.0,0.0,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.0,0.0034021,0.0,0.0,0.0,0.0,0.0024301,0.0,0.0019440999999999998,0.0,0.0,0.000486,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000486,0.0,0.000972,0.0,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.0077762000000000005,0.000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019440999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.000486,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UAB 18004,0.0194546,0.0016212,0.0097273,0.0024318,0.0097273,74.4722934,0.0048637,0.0064849,0.0064849,0.0,0.0397199,0.0008106,0.3550469,0.0,8.3119873,0.0,0.0016212,0.0016212,0.0,6.0487663,0.0024318,0.0008106,0.0,7.3522259000000005,0.0,0.0,0.0,0.0,0.0024318,0.0,0.0,0.0,0.0008106,0.0008106,0.0,2.5007295,0.0008106,0.004053,0.0,0.0162122,0.0,0.0,0.0,0.3477514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072955,0.0,0.0,0.0,0.0,0.0,0.0064849,0.0324244,0.0,0.011348500000000001,0.0,0.0,0.21400080000000002,0.10294740000000001,0.0,0.0,0.0,0.0016212,0.0,0.0,0.0008106,0.0,0.0,0.0,0.014591,0.012159099999999999,0.0,0.0,0.0,0.0,0.0008106,0.0,0.0,0.0,0.012969699999999999,0.0,0.0,0.0,0.015401600000000001,0.0,0.0,0.0008106,0.0,0.0064849,0.0097273,0.004053,0.0016212,0.0,0.0,0.0056743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008106,0.0008106,0.0008106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032424,0.0,0.0,0.0,0.0,0.0,0.0,0.0008106,0.0,0.0,0.0,0.0024318,0.0,0.0,0.0,0.0,0.0,0.0,0.0008106,0.0,0.0016212,0.0,0.0,0.0016212,0.0,0.0,0.0008106,0.0,0.0,0.0,0.0,0.0,0.0008106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008106,0.0008106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UAB 18005,20.4011645,1.1710877,0.2177951,22.5101762,29.6196929,0.0197596,16.8716546,0.110654,0.072452,0.0,2.9784357,0.050496799999999994,1.1118088,0.0,0.0232725,0.0004391,1.9241492999999998,0.0004391,1.0086196,0.0,0.4812569,0.09484619999999999,0.0013173,0.0004391,0.0,0.0131731,0.0,0.0,0.0,0.0096603,0.0,0.0008782,0.012734,0.0241507,0.0004391,0.8926964000000001,0.0166859,0.0,0.0,0.0412757,0.0,0.0935289,0.0004391,0.0,0.0,0.0004391,0.0,0.0026346,0.0008782,0.0,0.0926507,0.0,0.0,0.0013173,0.0,0.0004391,0.0,0.0210769,0.0004391,0.004391,0.0,0.0,0.0,0.0004391,0.0017564,0.0,0.0,0.0588398,0.0,0.0,0.0026346,0.0026346,0.0,0.0,0.0,0.0,0.0,0.0,0.0004391,0.0,0.0,0.0004391,0.0,0.0,0.0118558,0.0,0.0004391,0.0039518999999999995,0.0,0.0,0.0004391,0.0035128,0.0004391,0.0,0.0,0.0,0.0,0.0030737,0.0,0.0,0.0,0.004391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004391,0.0,0.0004391,0.0004391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004391,0.0004391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004391,0.0,0.0,0.0,0
UAB 18006,32.6309416,0.9009991,0.2591583,19.7662731,24.2797457,0.0726612,13.459279399999998,0.0932486,0.08719350000000001,0.0036331000000000002,3.1692401,0.0351196,0.9748713000000001,0.0,0.0169543,0.0,1.6663639000000001,0.0,0.9240085,0.0,0.40569179999999994,0.0811384,0.0,0.0,0.0,0.0048441,0.0,0.13200119999999999,0.0,0.0121102,0.0,0.0,0.0060551,0.0096882,0.0,0.7254012,0.0108992,0.0,0.0,0.0205873,0.0,0.0738722,0.0,0.0,0.0,0.0,0.0,0.0012109999999999998,0.0012109999999999998,0.0,0.06781709999999999,0.0,0.0,0.0,0.0,0.0012109999999999998,0.0,0.0108992,0.0,0.0,0.0,0.0,0.0,0.0024219999999999997,0.0036331000000000002,0.0,0.0,0.044807799999999995,0.0,0.0,0.0012109999999999998,0.0024219999999999997,0.0,0.0217984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060551,0.0,0.0,0.0012109999999999998,0.0,0.0,0.0012109999999999998,0.0012109999999999998,0.0012109999999999998,0.0,0.0,0.0,0.0,0.0024219999999999997,0.0,0.0,0.0,0.0012109999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012109999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012109999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012109999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012109999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UAB 18007,12.5,37.5,25.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UAB 18008,20.8983906,1.4614966,42.8044047,2.8724225,0.0,11.7678294,1.9457122,0.0303425,0.0063214,0.0,0.07459199999999999,0.47536569999999995,0.0632135,0.0834418,0.0012643,0.0,1.6941224000000001,0.0012643,1.8293993000000002,0.0,0.060685,0.41720919999999995,0.0,0.46904429999999997,0.0505708,0.0,0.0986131,12.3746792,0.0,0.0,0.0,0.0252854,0.0050571,0.017699799999999998,0.0,0.0,0.093556,0.0,0.0,0.031606800000000004,0.0,0.0012643,0.0,0.0,0.0,0.0,0.0,0.0012643,0.0,0.0037928,0.0,0.0,0.0,0.0037928,0.0,0.2907822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025285,0.0,0.0012643,0.0,0.0,0.0,0.0,0.0,0.0,0.0012643,0.0,0.0,0.0037928,0.0,0.0,0.0012643,0.0,0.0,0.0012643,0.0,0.0,0.0,0.0,0.0,0.0,0.0012643,0.0025285,0.0075856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
